ticket_id,customer_id,issue_type,severity,resolution_time_hrs
12629,15648178,App Bug,Medium,7.4
12630,15640855,Loan Query,Medium,11.6
12631,15569624,Fraud Alert,NULL,10.5
12632,15569624,App Bug,High,31.9
12633,15597949,Card Problem,Medium,2500.0
12634,15597949,Billing,Medium,8.4
12635,15597949,Loan Query,Low,4.7
12636,15597949,App Bug,Low,1.4
12637,15645323,Login Issue,Medium,13.3
12638,15645323,Billing,Medium,6.0
12639,15793311,Fraud Alert,Low,2.8
12640,15793311,Card Problem,Medium,6.9
12641,15793311,Billing,High,42.4
12642,15764153,Billing,Medium,11.1
12643,15764153,Loan Query,Low,1.6
12644,15764153,Login Issue,High,unknown
12645,15764153,Fraud Alert,Low,3.0
12646,15728608,App Bug,Medium,5.5
12647,15770474,Fraud Alert,Medium,16.1
12648,15770474,Card Problem,High,37.1
12649,15724444,Loan Query,Low,3.0
12650,15753110,Login Issue,Low,1.1
12651,15753110,App Bug,Low,1.4
12652,15753110,Fraud Alert,MEDIUM,9.1
12653,15632816,Card Problem,High,20.0
12654,15632816,App Bug,Low,2.1
ticket_12655,15693637,Login Issue,High,27.8
12656,15693637,Loan Query,Critical,61.0
12657,15692235,Billing,Medium,7.8
12658,15777459,Login Issue,Medium,19.8
12659,15656937,Login Issue,Low,1.8
12660,15656937,Login Issue,Medium,8.0
12661,15656937,Loan Query,Medium,7.3
12662,15777315,Card Problem,Low,2.9
12663,15777315,Card Problem,Medium,11.1
12664,15777315,Login Issue,Medium,5.2
12665,15777315,Card Problem,Medium,4.6
12666,15611058,Login Issue,High,51.9
12667,15611058,Login Issue,Low,1.5
12668,15611058,Fraud Alert,Low,4.2
12669,15611058,Loan Query,Medium,17.7
12670,15630413,Billing,Low,1.9
12671,15630413,Loan Query,NULL,24.8
12672,15630413,App Bug,Low,1.4
12673,15635942,Fraud Alert,Low,1.6
12674,15635942,Billing,Medium,10.2
12675,15635942,Fraud Alert,Low,1.6
12676,15648858,Fraud Alert,Medium,10.0
12677,15648858,Loan Query,Medium,5.7
12678,15705448,Fraud Alert,Low,1.1
12679,15705448,Billing,  Critical  ,44.9
12680,15705448,Login Issue,Low,1.7
12681,15730488,Loan Query,Low,1.3
12682,15730488,Fraud Alert,Medium,6.7
12683,15620443,Loan Query,Medium,4.6
12684,15620443,App Bug,Low,1.7
12685,15620443,Card Problem,Medium,9.5
12686,15741078,Card Problem,High,16.3
ticket_12687,15711396,Loan Query,Low,2.3
12688,15711396,Login Issue,Low,2.0
12689,15593499,App Bug,Low,4.9
12690,15579189,Fraud Alert,Low,2.8
12691,15743545,App Bug,Low,1.4
12692,15608246,Fraud Alert,Medium,5.3
12693,15608246,Card Problem,Low,2.3
12694,15608246,Card Problem,Medium,4.8
12695,15630195,Billing,Low,1.8
12696,15630195,Login Issue,High,23.5
12697,15736250,App Bug,Low,3.8
12698,15736250,Fraud Alert,High,51.2
12699,15736250,Fraud Alert,Low,3.8
12700,15671334,Login Issue,Medium,8.5
12701,15671334,Card Problem,Low,1.7
12702,15671334,Loan Query,Low,2.5
12703,15671334,  Card Problem  ,Low,2.9
12704,15574169,Billing,Medium,6.4
12705,15574169,Billing,Low,2.8
12706,15718839,Loan Query,High,14.0
12707,15718839,Fraud Alert,Medium,5.9
12708,15762331,Billing,Medium,5.1
12709,15713559,Billing,High,30.3
12710,15713559,Login Issue,High,15.4
12711,15713559,Fraud Alert,Low,1.9
12712,15768881,Fraud Alert,Low,2.3
12713,15743075,Billing,Medium,4.8
12714,15743075,Fraud Alert,Medium,7.6
12715,15660980,Login Issue,Critical,44.7
12716,15660980,Login Issue,Medium,6.5
12717,15728362,Fraud Alert,Low,1.5
12718,15683339,Billing,Critical,56.6
12719,15683339,Billing,MEDIUM,13.2
12720,15683339,Card Problem,Low,4.9
12721,15685476,Login Issue,Medium,11.7
12722,15685476,Fraud Alert,Medium,6.2
12723,15703682,Card Problem,Low,2.2
12724,15727391,Login Issue,Low,1.0
12725,15711062,App Bug,Low,2.8
12726,15711062,App Bug,High,19.4
12727,15692977,Login Issue,Medium,5.9
12728,15692977,Billing,Medium,10.6
12729,15692977,App Bug,High,23.0
12730,15672082,Loan Query,Low,2.1
12731,15672082,App Bug,Medium,11.8
12732,15672082,Fraud Alert,Medium,4.7
12733,15600280,Fraud Alert,High,18.6
12734,15576065,Fraud Alert,Low,4.7
12735,15576065,Login Issue,High,9999.0
12736,15693526,Fraud Alert,Medium,4.1
12737,15748595,Loan Query,High,24.6
12738,15748595,Billing,Medium,5.9
12739,15604138,Fraud Alert,Medium,14.4
12740,15666095,Loan Query,Low,3.5
12741,15666095,Loan Query,Critical,103.6
12742,15643487,Billing,Low,Unknown
12743,15643487,Billing,Medium,19.0
12744,15643487,App Bug,Low,3.4
12745,15764033,App Bug,Low,2.0
12746,15764033,App Bug,Low,4.7
12747,15764033,Billing,Low,2.9
12748,15790599,Billing,High,35.8
12749,15737705,Card Problem,Critical,58.5
12750,15737705,Billing,MEDIUM,11.6
12751,15737705,Billing,Low,2.5
12752,15737194,Loan Query,Low,1.9
12753,15726776,Fraud Alert,Medium,9.5
12754,15804357,Login Issue,Medium,4.7
12755,15804357,Card Problem,Low,2.4
12756,15804357,Login Issue,Medium,7.7
12757,15804357,Login Issue,High,20.0
12758,15664432,Card Problem,Low,2.2
12759,15664432,Fraud Alert,Low,2.8
12760,15664432,Billing,Low,2.3
12761,15664432,Loan Query,High,52.2
12762,15688984,Loan Query,low,1.4
12763,15583026,Loan Query,Low,2.4
12764,15583026,Loan Query,Low,1.5
12765,15771668,Fraud Alert,Medium,12.5
12766,15771668,Card Problem,Medium,6.1
12767,15771668,Loan Query,High,43.7
12768,15784323,App Bug,Medium,5.5
12769,15756277,Login Issue,High,15.7
12770,15663312,Billing,Medium,5.0
12771,15663312,Billing,Low,2.2
12772,15663312,App Bug,Low,1.4
12773,15793197,App Bug,Medium,8.0
12774,15731463,Fraud Alert,Medium,7.4
12775,15731463,Loan Query,Low,2.4
12776,15621768,Billing,Medium,4.9
12777,15621768,Login Issue,Medium,11.6
12778,15621768,Fraud Alert,Low,2.0
12779,15691323,Card Problem,Critical,43.7
12780,15691323,Fraud Alert,Low,1.3
12781,75358079,Fraud Alert,Critical,28.3
12782,15814331,App Bug,Low,3.0
12783,15814331,Card Problem,Low,1.5
12784,15814331,Billing,Low,2.9
12785,15814331,Card Problem,Medium,4.0
12786,15602030,App Bug,Low,2.6
12787,15747974,Login Issue,High,33.1
12788,15747974,Fraud Alert,High,27.6
12789,15611315,Card Problem,High,13.7
12790,15611315,App Bug,High,17.8
12791,15636977,Login Issue,Low,2.4
12792,15690337,Billing,Medium,6.7
12793,15690337,Billing,Low,2.7
12794,15680666,Loan Query,Low,1.4
12795,15680666,Login Issue,Low,1.9
12796,15679551,App Bug,Low,4.5
12797,15778915,App Bug,Low,2.1
12798,11247126,Card Problem,Low,1.8
12799,15747762,Login Issue,Medium,6.7
12800,15747762,Billing,Medium,6.1
12801,15747762,Login Issue,Critical,70.0
12802,15747762,Card Problem,Medium,7.4
12803,15753679,Login Issue,Medium,9.8
12804,15753679,Fraud Alert,Medium,9.8
12805,15750049,Card Problem,High,17.8
12806,15750049,Fraud Alert,High,16.4
12807,15750049,Login Issue,Low,1.9
12808,15606097,Fraud Alert,High,41.0
12809,15606097,Fraud Alert,low,1.3
12810,15606097,Login Issue,Medium,9.6
12811,15606097,Card Problem,Low,1.4
12812,15802368,Fraud Alert,Low,1.1
12813,15802368,Billing,High,25.5
12814,15802368,App Bug,Medium,4.5
12815,15645353,Billing,Medium,11.1
12816,15650018,App Bug,High,28.6
12817,15650018,App Bug,Medium,7.7
12818,15650018,Card Problem,Low,1.7
12819,15659002,Login Issue,Low,2.8
12820,15616028,Fraud Alert,Low,2.0
12821,15652615,Billing,Low,2.6
12822,15652615,Fraud Alert,Medium,11.1
12823,15653572,Card Problem,Medium,16.2
12824,15703413,Billing,Medium,11.2
12825,15610433,Billing,Low,2.9
12826,15610433,Login Issue,Low,1.6
12827,15770548,Login Issue,Medium,7.8
12828,15770548,Billing,Medium,4.9
12829,15590888,Card Problem,High,15.5
12830,15568326,Loan Query,Low,1.9
12831,51218797,Fraud Alert,Medium,6.9
12832,15655368,Billing,Medium,6.8
12833,15655368,Fraud Alert,High,17.9
12834,15655368,App Bug,Low,1.1
12835,15665579,App Bug,High,22.8
12836,15676091,Card Problem,Medium,5.6
12837,15676091,NULL,Low,2.5
12838,15716984,Billing,Medium,7.7
12839,15716984,Card Problem,Low,2.8
12840,15715078,App Bug,Low,1.6
12841,15715078,App Bug,Low,2.6
12842,15628863,Billing,Medium,5.8
12843,15778192,Loan Query,,2.3
12844,15778192,Billing,High,28.1
12845,15798943,Fraud Alert,Medium,4.7
12846,15764708,Fraud Alert,High,33.2
12847,15764708,Loan Query,Low,1.4
12848,15764708,App Bug,Medium,4.3
12849,15791040,Card Problem,Low,2.9
12850,15640106,Fraud Alert,Medium,9.8
12851,15710315,Billing,Critical,35.8
12852,15611947,Card Problem,Critical,37.0
12853,15670266,App Bug,Medium,11.6
12854,15670266,Loan Query,Medium,9.2
12855,15670266,Fraud Alert,Medium,7.0
12856,15609083,Loan Query,Low,2.2
12857,15567923,Loan Query,Low,1.8
12858,15788183,Loan Query,Medium,10.6
12859,15788183,Login Issue,Medium,9.9
12860,15774401,Fraud Alert,Medium,19.6
12861,15774401,Fraud Alert,Medium,19.6
12862,15737971,Login Issue,Low,1.0
12863,15737971,Login Issue,Medium,4.3
12864,15758750,App Bug,Low,1.5
12865,15611767,Loan Query,Low,3.1
12866,15611767,Billing,Low,
12867,15611767,Card Problem,Low,1.8
12868,15643770,App Bug,Medium,15.3
12869,15744717,Login Issue,High,12.0
12870,15744717,Billing,High,22.5
12871,15744717,Fraud Alert,Medium,7.0
12872,15744717,Card Problem,Medium,8.2
12873,15570681,App Bug,Medium,8.3
12874,15792650,Card Problem,Low,4.1
12875,15792650,App Bug,Medium,5.8
12876,15792650,Login Issue,High,49.8
12877,15792650,Card Problem,High,16.4
12878,15605531,Fraud Alert,High,-1.0
12879,15605339,Loan Query,Low,1.2
12880,15605339,App Bug,Low,1.9
12881,15605339,App Bug,High,26.9
12882,15605339,Loan Query,High,13.9
12883,15812893,Loan Query,Medium,7.3
12884,15812893,Login Issue,Low,1.5
12885,15762588,Fraud Alert,Critical,9999.0
12886,15762588,  Login Issue  ,Critical,70.6
12887,15806318,Fraud Alert,Low,2.6
12888,15806318,Loan Query,High,27.9
12889,15712596,Login Issue,Low,1.8
12890,15712596,Fraud Alert,Low,1.7
12891,15600399,Billing,High,35.9
12892,15600399,Login Issue,Medium,16.7
12893,15600399,Login Issue,Low,4.4
ticket_12894,15623489,App Bug,High,19.9
12895,15623489,Loan Query,Low,2.8
ticket_12896,15623489,Loan Query,Medium,4.7
12897,15584928,Card Problem,Medium,4.3
12898,61148594,Fraud Alert,Low,1.6
12899,15584928,Billing,Low,2.5
12900,15779913,Card Problem,Low,2.1
12901,15644977,Card Problem,High,35.3
12902,15749679,Loan Query,Medium,6.6
12903,15629010,Login Issue,High,25.1
12904,28024870,App Bug,Low,3.3
12905,15722004,App Bug,Medium,11.8
12906,15766044,Loan Query,Medium,12.8
12907,15766044,App Bug,Low,4.0
12908,15766044,Billing,Medium,11.4
12909,15766044,Card Problem,Low,4.1
12910,15635388,Loan Query,Low,3.0
12911,15635388,Loan Query,Low,2.0
12912,15635388,Fraud Alert,Low,2.3
12913,15639133,Fraud Alert,High,19.0
12914,15639133,Loan Query,Low,1.2
12915,26078297,Login Issue,High,27.4
12916,15723872,App Bug,Medium,10.5
12917,15775627,Loan Query,High,18.2
12918,15775627,Login Issue,Low,3.0
12919,15775627,Fraud Alert,Low,2.8
12920,15775627,Login Issue,High,26.3
12921,15630704,Billing,Medium,10.1
12922,15630704,Fraud Alert,High,14.3
12923,15815534,Loan Query,Low,1.7
12924,15681316,Billing,Medium,4.0
12925,19396050,Card Problem,Low,2.9
12926,15650244,App Bug,High,35.6
12927,15648638,Login Issue,Low,1.8
12928,15648638,Billing,Medium,8.0
12929,15648638,Billing,Low,1.2
12930,15795747,Fraud Alert,High,33.3
12931,15795747,Card Problem,Low,2.9
12932,15607330,Login Issue,Medium,4.9
12933,15607330,Loan Query,High,31.2
12934,15624013,Card Problem,High,19.8
12935,15624013,Fraud Alert,Low,1.2
12936,15667321,Billing,Low,1.5
12937,15601116,Login Issue,High,18.1
12938,15601116,Loan Query,Low,2.3
12939,15601116,App Bug,High,30.9
12940,15601116,Billing,Low,2.8
12941,15758451,Billing,Low,999.0
12942,15758451,Login Issue,Low,1.7
12943,15758451,Fraud Alert,Low,2.3
12944,15758451,Fraud Alert,Low,2.0
12945,15688689,Billing,Low,1.1
12946,15806327,App Bug,Medium,6.6
12947,15649618,Login Issue,Low,2.4
12948,15677117,Card Problem,Critical,59.0
12949,15749669,Login Issue,Low,1.3
12950,15656351,Fraud Alert,High,29.4
12951,15667438,Fraud Alert,Low,2.7
12952,15667438,Fraud Alert,Medium,18.8
12953,15580912,Login Issue,Low,1.0
12954,15785183,Fraud Alert,High,14.0
12955,15785183,Card Problem,Medium,4.2
12956,15705383,App Bug,Low,1.9
12957,15712903,Loan Query,High,16.3
12958,15712903,Billing,Medium,11.6
12959,15712903,Loan Query,Low,1.8
12960,15774285,Card Problem,Low,2.6
12961,15583138,Card Problem,Medium,9.0
12962,15583138,Card Problem,Low,2.4
12963,15583138,Billing,Low,2.4
12964,15583138,Card Problem,Medium,7.7
12965,15740160,App Bug,Low,1.2
12966,15793425,Fraud Alert,Medium,8.8
12967,15793425,Billing,Medium,9.4
12968,15793425,App Bug,High,15.1
12969,15623989,Card Problem,Low,3.2
12970,15623989,Billing,Medium,15.7
12971,15604832,Card Problem,Medium,7.7
12972,15584580,Fraud Alert,Low,1.9
12973,15573854,Fraud Alert,Medium,8.1
12974,15573854,Login Issue,  Low  ,1.9
12975,15614847,Login Issue,Low,3.0
12976,15752186,App Bug,Low,1.6
12977,15752186,Billing,High,9999.0
12978,15705544,Fraud Alert,Critical,65.0
12979,15705544,Loan Query,High,19.1
12980,15713632,Card Problem,Medium,10.4
12981,15713632,Fraud Alert,Low,3.0
12982,15713632,Loan Query,Critical,37.0
12983,15586523,Billing,High,45.5
12984,15586523,Fraud Alert,Critical,119.9
12985,15676810,Fraud Alert,Medium,7.7
12986,15679804,App Bug,Low,1.6
12987,15677764,App Bug,Critical,44.3
12988,15677764,Login Issue,Medium,4.9
12989,15677764,App Bug,Critical,31.9
12990,15574608,Fraud Alert,Medium,8.5
12991,15574608,App Bug,Low,2.7
12992,15574608,Login Issue,Medium,7.9
12993,15702442,App Bug,Low,1.5
12994,15766826,Billing,Low,2.7
12995,15766826,Card Problem,High,13.9
12996,15766826,Card Problem,Low,2.5
12997,15591628,Billing,High,28.9
12998,15583857,Login Issue,Medium,7.7
12999,15741403,App Bug,Medium,8.9
13000,15741403,Login Issue,Critical,999.0
13001,15741403,Fraud Alert,Medium,8.6
13002,15643330,Loan Query,High,29.3
13003,15728683,Card Problem,High,17.1
13004,15728683,Billing,Medium,4.3
13005,15621644,Fraud Alert,Low,1.1
13006,15733032,Billing,Medium,7.9
13007,15608381,Login Issue,Medium,9.3
13008,15608381,Login Issue,Medium,8.4
13009,15608381,Fraud Alert,Medium,11.6
13010,15658946,Billing,High,12.0
13011,15645371,Card Problem,Low,4.5
13012,15653110,Loan Query,High,32.8
13013,15653110,Loan Query,MEDIUM,11.6
13014,15653110,App Bug,Medium,7.6
13015,15766355,Billing,Low,3.1
13016,15766355,  Login Issue  ,Low,1.8
13017,15585249,Login Issue,  Medium  ,5.2
13018,15585249,Login Issue,Low,2.5
13019,15575486,App Bug,Low,1.3
13020,15575486,Card Problem,Low,1.6
13021,15780215,Fraud Alert,Low,1.9
ticket_13022,15780215,Login Issue,Low,1.7
13023,15780215,Fraud Alert,Low,1.3
13024,15686099,App Bug,High,19.2
13025,15686099,Loan Query,High,25.2
13026,15739042,Fraud Alert,Low,2.9
13027,15815316,Fraud Alert,Low,1.5
13028,15815316,Loan Query,Low,2.1
13029,15778489,Fraud Alert,High,21.5
13030,15778489,N/A,Low,1.3
13031,15786389,Fraud Alert,Medium,9.6
13032,15786389,Loan Query,Medium,10.9
13033,15601787,  Fraud Alert  ,Critical,80.5
13034,15624715,Fraud Alert,High,24.4
13035,15624715,Billing,High,13.5
13036,15763093,App Bug,Low,1.7
13037,15763093,Loan Query,High,13.8
13038,15572073,Card Problem,Medium,9.4
13039,15780256,Card Problem,Low,2.8
13040,15780256,Billing,Medium,8.4
13041,15780256,Card Problem,Low,2.8
13042,15638882,Fraud Alert,Low,4.0
13043,15638882,Loan Query,Low,2.9
13044,15638882,Login Issue,High,57.6
13045,15638882,Fraud Alert,Low,3.3
13046,65485272,Loan Query,Low,2.8
13047,15714680,Loan Query,High,Unknown
13048,15777217,NULL,Low,1.2
13049,15739123,Fraud Alert,Medium,9.9
13050,15594450,Card Problem,High,30.1
13051,15797751,App Bug,Critical,59.9
13052,15797751,Loan Query,High,42.2
13053,15691543,Login Issue,Low,2.3
13054,15691543,Login Issue,Low,2.3
13055,15722845,Loan Query,Low,1.0
13056,15722845,Billing,Low,1.5
13057,15722845,Login Issue,Low,2.7
13058,15605804,Loan Query,Medium,11.1
13059,15605804,App Bug,Medium,7.3
13060,15702061,Loan Query,Medium,7.1
13061,15694321,  Loan Query  ,High,35.7
13062,15720050,Loan Query,Low,2.2
13063,15720050,Billing,Low,1.8
13064,15758048,Loan Query,Low,2.9
13065,15758048,App Bug,Low,2.2
13066,15805681,Loan Query,Medium,11.1
13067,15807239,App Bug,Medium,4.4
13068,15749093,App Bug,High,28.2
13069,15749093,App Bug,Medium,7.6
13070,15749093,Loan Query,Low,2.2
13071,15610090,Login Issue,High,29.4
13072,15610090,Billing,Medium,8.6
13073,15610090,Login Issue,Low,2.8
13074,15693926,Billing,High,13.5
13075,15734711,Card Problem,Critical,117.6
13076,15734711,Card Problem,Medium,6.2
13077,15814405,App Bug,Medium,12.2
13078,47082031,Fraud Alert,High,33.4
13079,15814405,Billing,Low,4.1
13080,15729359,Billing,Low,1.6
13081,15671934,Fraud Alert,High,20.5
13082,15671934,Billing,High,26.9
13083,15671934,Loan Query,High,35.9
13084,15641773,Fraud Alert,Low,1.3
13085,15753229,Login Issue,Medium,7.0
13086,15656009,Card Problem,Low,2.0
13087,15785024,Login Issue,Medium,18.7
13088,15670492,Billing,Medium,7.6
13089,15795458,Loan Query,High,16.9
13090,15795458,Loan Query,Low,2.7
13091,15732438,Loan Query,Medium,12.8
13092,15732438,Card Problem,Medium,10.4
13093,15732438,Loan Query,Low,4.4
13094,15807457,Billing,Medium,4.2
13095,15641389,Billing,Low,2.3
13096,15657306,App Bug,Medium,17.7
13097,15657306,App Bug,High,-5.0
13098,15657306,Login Issue,High,53.6
13099,15709447,Fraud Alert,Medium,5.0
13100,15709447,Fraud Alert,Low,1.6
13101,15762682,App Bug,Low,1.2
13102,15756148,Billing,Low,1.7
13103,15756148,App Bug,Medium,10.9
13104,15686242,Loan Query,High,26.9
13105,15686242,Login Issue,Low,2.6
13106,15686242,Loan Query,Critical,101.8
13107,15686242,App Bug,Medium,Unknown
13108,15759244,App Bug,Low,2.9
13109,15594576,Billing,Low,2.0
13110,15756954,Loan Query,Low,1.3
13111,15756954,App Bug,Medium,4.7
13112,15571065,Fraud Alert,Medium,5.3
13113,15571065,Card Problem,High,28.7
13114,15800961,,Low,2.6
13115,15800961,Billing,Low,2.7
13116,15672467,Loan Query,High,34.6
13117,58408391,App Bug,Medium,4.8
13118,15744695,Card Problem,Low,1.5
13119,15584897,Card Problem,Low,2.2
13120,15584897,Card Problem,High,15.7
13121,15601857,Billing,Low,3.2
13122,15601857,App Bug,Medium,7.8
13123,15674156,Billing,Low,1.2
13124,15807900,Login Issue,Medium,6.6
13125,15807900,Login Issue,Low,1.9
13126,15807900,Fraud Alert,High,55.4
13127,15743760,Card Problem,Low,2.1
13128,15743760,Billing,Medium,5.4
13129,15743760,Card Problem,Low,2.3
13130,15743760,Login Issue,Medium,11.1
13131,15652835,Fraud Alert,Low,2.9
13132,15652835,Loan Query,  Medium  ,6.0
13133,15767818,Card Problem,High,14.5
13134,15767818,App Bug,Low,2.1
13135,15591150,Card Problem,Low,2.0
13136,15591150,Billing,Medium,5.1
13137,15591150,App Bug,Low,2.2
13138,83129217,Login Issue,Critical,48.3
13139,15737732,Fraud Alert,Low,2.5
13140,15737732,NULL,High,26.0
13141,15737732,Card Problem,High,23.4
13142,15632280,App Bug,Medium,11.3
13143,15632280,App Bug,Medium,9.8
13144,15750407,Card Problem,Low,1.9
13145,15750407,Card Problem,Medium,8.2
13146,15643794,Card Problem,Medium,9.7
13147,15798605,Fraud Alert,Medium,6.1
13148,15637324,Card Problem,Low,2.8
13149,15589589,Card Problem,Medium,7.0
13150,15589589,Login Issue,Low,1.2
13151,15778936,Login Issue,High,14.1
13152,15757385,Fraud Alert,Medium,4.7
13153,15675518,Billing,High,16.9
13154,15675518,App Bug,High,59.1
13155,15584812,App Bug,Medium,9.9
13156,15591980,Billing,,2.3
13157,15591980,Fraud Alert,Low,1.3
13158,15591980,Billing,Low,2.8
13159,15574142,Card Problem,Medium,5.3
13160,15582903,Login Issue,Low,2.7
13161,15635752,App Bug,Low,3.0
13162,15804864,Fraud Alert,Medium,5.4
13163,15804864,Login Issue,Medium,4.2
13164,15641175,App Bug,Low,2.6
13165,16042900,Card Problem,Low,3.9
13166,15641175,App Bug,Medium,17.3
13167,15641175,Loan Query,Low,3.5
13168,15584156,Billing,Low,1.6
13169,15584156,Billing,Low,2.0
13170,15584156,App Bug,High,35.2
13171,15702656,Fraud Alert,Medium,5.0
13172,15702656,Card Problem,Low,2.2
13173,15702656,Loan Query,Medium,11.3
13174,15606552,Billing,Low,1.8
13175,15606552,Billing,High,17.6
13176,15606552,Billing,Medium,9.2
13177,15687001,Billing,Medium,17.1
13178,15687001,Loan Query,Low,4.3
13179,15687001,Fraud Alert,Medium,14.9
13180,15781903,Card Problem,High,17.2
13181,15731951,Card Problem,High,
13182,15731951,Card Problem,High,54.6
13183,15731951,Card Problem,High,24.1
13184,15731951,Card Problem,Low,4.5
13185,15580953,App Bug,,7.0
13186,15810390,Card Problem,Medium,10.5
13187,15810390,Fraud Alert,Low,1.1
13188,15628274,Fraud Alert,Low,2.4
13189,15615444,App Bug,Low,1.2
13190,15615444,Login Issue,high,35.2
13191,15784010,Billing,Medium,7.9
13192,15784010,Card Problem,High,14.5
13193,15571586,Card Problem,High,33.4
13194,15571586,Fraud Alert,Low,3.6
13195,15571586,Login Issue,Critical,118.4
13196,15571586,Login Issue,Medium,10.7
13197,15748616,Card Problem,High,13.8
13198,15748616,Login Issue,Low,1.8
13199,15748616,App Bug,Low,1.4
13200,15769402,App Bug,High,25.4
13201,15769402,Login Issue,High,35.2
13202,15769402,Card Problem,Low,1.5
13203,15769402,Loan Query,Critical,38.1
13204,15603481,Billing,Medium,7.9
13205,15603481,Billing,High,29.2
13206,15723604,Fraud Alert,Low,1.9
13207,12190036,App Bug,Low,1.2
13208,15665064,  Login Issue  ,Medium,12.0
13209,15665064,Billing,Medium,11.2
13210,15640580,Card Problem,High,28.6
13211,18216246,Fraud Alert,Low,1.6
13212,15581089,Login Issue,Medium,4.6
13213,15581089,Loan Query,High,14.8
13214,15728605,Loan Query,High,21.2
13215,15728605,billing,Low,1.5
13216,15714789,Card Problem,Low,2.2
13217,15714789,Card Problem,Low,1.0
13218,15714789,Login Issue,Critical,61.4
13219,15714789,Billing,Low,1.2
13220,15786035,Fraud Alert,Medium,9.3
13221,15786035,Billing,Critical,62.6
13222,15786035,Loan Query,High,17.2
13223,15786035,Billing,Medium,6.4
13224,15734850,App Bug,Medium,10.9
13225,15674573,Billing,Low,2.2
13226,15694859,Login Issue,Medium,5.7
13227,15776404,Fraud Alert,Low,1.3
13228,15776404,App Bug,Medium,7.4
13229,15579345,Loan Query,Medium,6.9
13230,15690733,Card Problem,High,35.3
13231,15631481,Card Problem,Low,2.3
13232,15631481,Loan Query,Low,2.4
13233,15631481,Card Problem,High,17.3
13234,15592104,Fraud Alert,High,34.0
13235,15592104,Card Problem,Medium,-5.0
13236,15651900,Billing,Medium,5.0
13237,49861445,Fraud Alert,Low,1.8
13238,15710687,Loan Query,Low,1.0
13239,15599211,Login Issue,Low,3.2
13240,15599211,Fraud Alert,Low,2.9
13241,15599211,Billing,Low,3.2
13242,15675983,Card Problem,Medium,6.3
13243,15675983,Loan Query,Low,2.7
13244,15675983,App Bug,Medium,9.9
13245,15622370,App Bug,High,26.5
13246,15622370,Loan Query,Medium,4.5
13247,15656319,Login Issue,Medium,11.7
13248,15656319,App Bug,Medium,9.6
13249,15672574,Card Problem,Medium,7.0
13250,15672574,Login Issue,Critical,69.7
13251,15659355,Fraud Alert,High,25.1
13252,15659355,Billing,Low,2.6
13253,15659355,App Bug,Critical,62.9
13254,15777907,Loan Query,Medium,11.7
13255,15655171,Card Problem,Low,1.1
13256,15655171,Loan Query,Low,2.2
13257,15619674,App Bug,High,16.5
13258,15619674,Fraud Alert,Low,1.7
13259,15775192,Login Issue,Low,2.7
13260,15775192,Login Issue,Medium,13.4
13261,15775192,Loan Query,Medium,5.0
13262,15775192,Billing,Low,5.0
13263,15617657,Billing,Medium,6.6
13264,15617657,Fraud Alert,High,28.3
13265,15688951,Billing,High,53.6
13266,15688951,App Bug,Low,1.9
13267,15763460,Loan Query,Medium,5.9
13268,15763460,Billing,Low,2.8
13269,15763460,App Bug,Medium,6.3
13270,15763460,Billing,Low,1.8
13271,15756992,App Bug,Low,2.5
13272,15701932,Login Issue,High,16.6
13273,15701932,App Bug,Low,1.7
13274,15634146,App Bug,Low,2.9
13275,15634146,Loan Query,Medium,9.1
13276,15686743,Card Problem,NULL,9.4
13277,15686743,Loan Query,Medium,9.0
13278,15686743,Billing,Critical,45.3
13279,15686743,App Bug,Medium,11.2
13280,15698792,Fraud Alert,Critical,65.3
13281,15698792,Fraud Alert,Low,1.7
13282,15591724,Billing,Low,2.0
13283,15591724,App Bug,Low,1.5
13284,15571281,Fraud Alert,Medium,11.6
13285,15661380,Loan Query,Low,1.3
13286,15661380,App Bug,Medium,4.5
13287,15618950,App Bug,Low,1.5
13288,15618950,Fraud Alert,Low,1.7
13289,15618950,Loan Query,Critical,51.3
13290,15609804,App Bug,High,18.5
13291,15609804,App Bug,Critical,31.3
13292,15735849,Login Issue,High,23.6
13293,15652948,Loan Query,Medium,11.6
13294,15652948,Login Issue,High,33.1
13295,15618155,Fraud Alert,  Medium  ,8.7
13296,15566378,Loan Query,Low,3.7
13297,15565879,App Bug,Low,1.1
13298,15565879,Billing,High,25.0
13299,15565879,Fraud Alert,Low,1.4
13300,15565879,Login Issue,Medium,9.4
13301,15770567,Billing,Low,2.6
13302,15738042,Fraud Alert,Low,1.5
13303,15714920,App Bug,Medium,10.5
13304,15673180,Login Issue,Low,1.5
13305,15673180,Fraud Alert,Medium,6.1
13306,15660636,Billing,High,15.8
13307,15660636,App Bug,Medium,11.9
13308,15660636,Billing,Low,2.8
13309,15660636,Login Issue,Low,1.6
13310,15699415,Login Issue,NULL,32.4
13311,15699415,App Bug,Low,2.1
13312,15699415,Card Problem,High,19.3
13313,15699415,App Bug,Low,3.2
13314,15665521,App Bug,High,19.4
13315,15665521,App Bug,Low,1.6
13316,15665521,Card Problem,Low,1.0
13317,15682868,App Bug,  Low  ,3.0
13318,15584462,Loan Query,Low,1.2
13319,15584462,Fraud Alert,Critical,67.1
13320,15661708,Loan Query,Medium,7.9
13321,15584452,Login Issue,Low,2.5
13322,15717010,Loan Query,Critical,-1
13323,15717010,Card Problem,Medium,8.3
