ticket_key,issue_type,severity
11221,Card Problem,Medium
11222,Login Issue,Low
11223,Fraud Alert,Medium
11224,Billing,Medium
11225,Loan Query,Low
11226,Billing,Low
11227,Fraud Alert,Medium
11228,Card Problem,Critical
11229,Login Issue,High
11230,Login Issue,High
11231,Card Problem,Medium
11232,Billing,Medium
11233,Loan Query,Low
11234,Login Issue,Low
11235,Card Problem,Medium
11236,Fraud Alert,Low
11237,Billing,Medium
11238,Fraud Alert,Medium
11239,App Bug,High
11240,Loan Query,Low
11241,Loan Query,Medium
11242,Login Issue,High
11243,Card Problem,Medium
11244,App Bug,Low
11245,App Bug,Medium
11246,Loan Query,Low
11247,Billing,High
11248,App Bug,Medium
11249,Billing,High
11250,App Bug,Low
11251,Login Issue,Medium
11252,Fraud Alert,Critical
11254,Loan Query,Low
11255,Fraud Alert,Low
11256,Login Issue,Low
11257,Login Issue,Critical
11258,Fraud Alert,Medium
11259,Loan Query,Low
11260,Loan Query,Medium
11261,Fraud Alert,Low
11262,Fraud Alert,Low
11263,Card Problem,Medium
11264,Card Problem,Medium
11265,Card Problem,Medium
11266,Login Issue,Medium
11267,Loan Query,Medium
11268,Card Problem,Low
11269,Loan Query,High
11270,Card Problem,Critical
11271,Card Problem,Low
11272,Card Problem,Low
11273,Billing,Medium
11274,App Bug,High
11275,Card Problem,Medium
11276,Loan Query,High
11277,Fraud Alert,Low
11278,Fraud Alert,Medium
11279,Billing,Medium
11280,Fraud Alert,Medium
11281,Card Problem,Medium
11282,Card Problem,Medium
11283,Loan Query,High
11284,Login Issue,Medium
11285,Card Problem,Medium
11286,Fraud Alert,High
11287,Billing,Low
11288,App Bug,Medium
11289,Loan Query,High
11290,Billing,Low
11291,Fraud Alert,Medium
11292,Card Problem,Low
11293,Loan Query,High
11294,Card Problem,Medium
11295,Fraud Alert,Medium
11296,Login Issue,Medium
11297,Login Issue,Medium
11299,App Bug,Medium
11300,Card Problem,Medium
11301,Billing,Low
11302,App Bug,Medium
11303,Billing,Low
11304,Card Problem,Low
11305,Card Problem,High
11306,Billing,Low
11307,App Bug,Low
11308,App Bug,Medium
11309,App Bug,High
11310,Billing,High
11311,Fraud Alert,Low
11313,Loan Query,Low
11314,Billing,Critical
11315,Loan Query,Low
11316,Fraud Alert,Low
11317,Card Problem,Medium
11318,Fraud Alert,Low
11319,Billing,Low
11320,Login Issue,Low
11321,App Bug,Low
11322,App Bug,High
11323,App Bug,Critical
11324,Fraud Alert,Low
11325,App Bug,Low
11326,Billing,Low
11327,Fraud Alert,High
11328,Card Problem,Medium
11329,Login Issue,Low
11330,Billing,Medium
11331,Billing,High
11332,Loan Query,Medium
11333,Billing,Medium
11334,Billing,Medium
11335,Card Problem,High
11336,Login Issue,Critical
11337,App Bug,Medium
11338,Loan Query,Low
11339,Login Issue,Low
11340,Card Problem,Low
11341,Loan Query,Medium
11342,Fraud Alert,Low
11343,Login Issue,Medium
11344,Fraud Alert,Low
11345,Loan Query,High
11346,Loan Query,High
11347,Login Issue,Low
11348,Card Problem,Low
11349,Loan Query,Medium
11350,Fraud Alert,Low
11351,Billing,Medium
11352,App Bug,Medium
11353,App Bug,Medium
11354,Login Issue,Low
11355,Billing,High
11356,Billing,Low
11357,App Bug,High
11358,Billing,Low
11359,App Bug,Medium
11360,Fraud Alert,Medium
11361,Login Issue,High
11362,Card Problem,Critical
11363,App Bug,Critical
11364,Card Problem,Critical
11365,Login Issue,Low
11366,Card Problem,Medium
11367,Fraud Alert,Low
11368,Card Problem,High
11369,Login Issue,Medium
11370,Login Issue,Medium
11371,App Bug,Low
11372,Fraud Alert,Medium
11373,Loan Query,Low
11374,Billing,Medium
11375,App Bug,Medium
11376,Fraud Alert,Medium
11377,Card Problem,Low
11378,Billing,Low
11379,App Bug,High
11380,Login Issue,Medium
11381,Card Problem,Medium
11382,Card Problem,Low
11383,Billing,Critical
11384,Card Problem,Medium
11385,App Bug,Medium
11386,Login Issue,Medium
11387,Loan Query,Medium
11388,Billing,Medium
11389,Loan Query,Critical
11390,App Bug,Medium
11391,Fraud Alert,Low
11392,Billing,Medium
11393,Login Issue,Critical
11394,Card Problem,Medium
11395,Billing,Low
11396,Billing,Critical
11397,Loan Query,Low
11398,Login Issue,Medium
11399,Billing,Low
11400,Login Issue,Low
11401,Card Problem,Low
11402,Loan Query,Low
11403,App Bug,Low
11404,Login Issue,Critical
11405,Loan Query,Medium
11406,Login Issue,Medium
11407,Login Issue,Low
11408,Billing,Low
11409,Card Problem,Medium
11410,Card Problem,Medium
11411,Billing,Low
11412,Billing,Low
11413,Login Issue,Low
11414,Card Problem,Medium
11415,App Bug,Critical
11416,Card Problem,Low
11417,Fraud Alert,Medium
11418,Billing,Low
11420,App Bug,Medium
11421,Login Issue,Low
11422,Billing,Medium
11423,App Bug,Medium
11424,App Bug,Low
11425,Login Issue,Low
11426,Loan Query,Low
11427,App Bug,Critical
11428,Billing,Medium
11429,Login Issue,Medium
11430,Billing,Low
11431,Billing,Medium
11432,Card Problem,High
11433,Login Issue,Medium
11434,Loan Query,Low
11436,Loan Query,Low
11437,App Bug,Low
11438,Fraud Alert,Medium
11439,Login Issue,Low
11440,App Bug,Low
11441,App Bug,Low
11442,Billing,Low
11443,Card Problem,Medium
11444,Card Problem,Medium
11445,Billing,Medium
11446,Loan Query,Low
11447,Billing,Low
11448,Billing,High
11449,Card Problem,Medium
11450,Login Issue,Low
11451,App Bug,Medium
11452,Billing,Medium
11453,Loan Query,Medium
11454,App Bug,Low
11455,Login Issue,Critical
11456,Fraud Alert,Low
11457,Fraud Alert,Medium
11458,Billing,Medium
11459,Login Issue,Medium
11460,App Bug,High
11461,Fraud Alert,High
11462,Fraud Alert,Low
11463,Login Issue,Critical
11464,Fraud Alert,High
11465,Loan Query,Medium
11466,App Bug,Low
11467,Card Problem,High
11468,Loan Query,Medium
11469,Fraud Alert,Medium
11470,Loan Query,Low
11471,Billing,Medium
11472,App Bug,Low
11473,Billing,Low
11474,App Bug,Medium
11475,Login Issue,Low
11476,Loan Query,Low
11477,Billing,High
11478,App Bug,Low
11479,App Bug,Low
11480,Billing,Low
11481,Login Issue,Medium
11482,App Bug,High
11483,Fraud Alert,Medium
11484,Card Problem,High
11485,Fraud Alert,Low
11486,Billing,High
11487,Login Issue,Low
11488,Fraud Alert,Medium
11489,Card Problem,Critical
11490,App Bug,Low
11491,Fraud Alert,High
11492,Fraud Alert,Low
11493,Login Issue,Critical
11494,Login Issue,Medium
11495,Billing,Medium
11496,App Bug,High
11497,Loan Query,Critical
11498,Loan Query,Low
11499,Login Issue,Low
11500,App Bug,High
11501,App Bug,Medium
11502,Login Issue,Low
11503,Loan Query,Medium
11504,Billing,Low
11505,App Bug,Medium
11506,Fraud Alert,Medium
11507,App Bug,Medium
11508,App Bug,Low
11509,Card Problem,Low
11510,App Bug,Low
11511,Fraud Alert,Medium
11512,Loan Query,Low
11513,Billing,Low
11514,App Bug,Low
11515,Card Problem,Low
11516,App Bug,Medium
11517,Login Issue,Low
11518,Fraud Alert,Medium
11519,Billing,High
11520,App Bug,Low
11521,Fraud Alert,Low
11522,Loan Query,Low
11523,Login Issue,Medium
11524,Card Problem,Low
11525,Fraud Alert,Low
11526,Login Issue,High
11527,Fraud Alert,Low
11528,Loan Query,Low
11529,App Bug,Low
11530,Billing,Low
11531,Loan Query,Low
11532,Fraud Alert,High
11533,Card Problem,Low
11534,Fraud Alert,Critical
11535,Login Issue,Medium
11536,Fraud Alert,High
11537,Card Problem,Medium
11538,Card Problem,High
11539,Fraud Alert,Low
11540,Login Issue,Medium
11541,Login Issue,Medium
11542,App Bug,Medium
11543,App Bug,Critical
11544,App Bug,Medium
11545,Fraud Alert,Low
11546,Loan Query,Low
11547,Card Problem,Medium
11548,Loan Query,High
11549,Loan Query,Medium
11550,App Bug,Medium
11551,Fraud Alert,High
11552,App Bug,Critical
11553,Loan Query,Medium
11554,Loan Query,Medium
11555,Loan Query,Medium
11556,Login Issue,Medium
11557,Fraud Alert,Low
11558,App Bug,Medium
11559,App Bug,Low
11560,App Bug,Critical
11561,Fraud Alert,High
11562,Loan Query,Medium
11563,Login Issue,Critical
11564,Fraud Alert,High
11565,Login Issue,High
11566,Card Problem,High
11567,Card Problem,High
11568,Loan Query,Medium
11569,Billing,Medium
11570,Billing,Critical
11571,Login Issue,Low
11572,Loan Query,Medium
11573,Card Problem,Medium
11574,Fraud Alert,Medium
11575,Fraud Alert,Low
11576,Billing,Low
11577,Fraud Alert,Medium
11578,Billing,Medium
11579,Loan Query,Low
11580,Billing,Low
11581,Card Problem,Critical
11582,Fraud Alert,Low
11583,Billing,Medium
11584,Fraud Alert,Low
11585,Card Problem,Low
11586,Fraud Alert,Low
11587,Loan Query,Medium
11588,Fraud Alert,Low
11589,App Bug,Low
11590,Card Problem,Medium
11591,Card Problem,Medium
11592,Billing,Low
11593,Billing,Critical
11594,Login Issue,Medium
11595,Fraud Alert,Medium
11596,Billing,High
11597,Loan Query,High
11598,App Bug,Low
11599,Card Problem,Medium
11600,Card Problem,Medium
11601,Billing,Medium
11602,App Bug,Medium
11603,Login Issue,Medium
11604,Loan Query,Medium
11605,Billing,Medium
11606,App Bug,Medium
11607,App Bug,Medium
11608,Loan Query,Medium
11609,Fraud Alert,Medium
11610,Loan Query,High
11611,Login Issue,Medium
11613,Loan Query,High
11614,Loan Query,Low
11615,Login Issue,Low
11616,App Bug,Medium
11617,Card Problem,Critical
11618,Loan Query,Low
11619,Billing,Low
11620,Billing,Medium
11621,Billing,Medium
11622,Card Problem,Low
11623,Billing,Low
11624,Loan Query,Medium
11625,Loan Query,Low
11626,App Bug,Low
11627,Card Problem,Medium
11628,App Bug,Low
11629,App Bug,Medium
11630,Login Issue,High
11631,Billing,Medium
11632,App Bug,Medium
11633,Billing,Medium
11634,Login Issue,Medium
11635,Card Problem,Low
11636,Login Issue,High
11637,Loan Query,Critical
11638,Card Problem,Medium
11639,Card Problem,Medium
11640,Billing,Low
11641,Loan Query,Low
11642,Fraud Alert,Critical
11643,Billing,Low
11644,Loan Query,Low
11645,Card Problem,Low
11646,Fraud Alert,Medium
11647,App Bug,Medium
11648,App Bug,High
11649,Billing,High
11650,Login Issue,Medium
11651,App Bug,Low
11652,Card Problem,Critical
11653,Loan Query,Critical
11654,Card Problem,Low
11655,Fraud Alert,High
11656,Card Problem,Low
11657,Billing,Low
11658,Card Problem,Low
11659,Loan Query,Low
11660,Billing,Low
11661,Billing,Medium
11662,App Bug,Low
11663,Login Issue,Medium
11664,Loan Query,High
11665,Login Issue,Medium
11666,Loan Query,High
11667,Card Problem,Medium
11668,Card Problem,Medium
11669,Loan Query,Low
11670,App Bug,Medium
11671,App Bug,Low
11672,App Bug,Critical
11673,Billing,Medium
11674,Login Issue,Medium
11675,Billing,Medium
11676,App Bug,Low
11677,App Bug,Medium
11678,App Bug,Low
11679,Card Problem,Medium
11680,Billing,Low
11681,App Bug,High
11682,Card Problem,Low
11683,Loan Query,Low
11684,Login Issue,Medium
11685,Loan Query,Medium
11686,Card Problem,Low
11687,Fraud Alert,Medium
11688,Login Issue,Low
11689,Card Problem,Critical
11690,Loan Query,Critical
11691,Fraud Alert,Critical
11692,Card Problem,High
11693,Card Problem,Medium
11694,Login Issue,Medium
11695,Billing,Medium
11696,Login Issue,Low
11697,App Bug,High
11698,Fraud Alert,Low
11699,Loan Query,Low
11700,Card Problem,Medium
11701,App Bug,High
11702,Login Issue,Medium
11703,Billing,Critical
11704,App Bug,Low
11705,Loan Query,High
11706,Login Issue,Medium
11707,Card Problem,Low
11708,Fraud Alert,Critical
11709,Billing,Low
11710,Billing,Low
11711,Loan Query,Low
11712,App Bug,High
11713,App Bug,Low
11714,App Bug,Medium
11715,Fraud Alert,High
11716,App Bug,Low
11717,Billing,Low
11718,App Bug,Medium
11719,App Bug,Low
11720,Fraud Alert,Medium
11721,Fraud Alert,High
11722,Card Problem,Low
11723,Billing,High
11725,Billing,Low
11726,Billing,Low
11727,Billing,Medium
11728,Login Issue,High
11729,Fraud Alert,Medium
11730,Loan Query,Medium
11731,Billing,Medium
11732,Fraud Alert,High
11733,App Bug,Medium
11734,Loan Query,Medium
11735,Login Issue,Critical
11736,Loan Query,Critical
11737,Loan Query,High
11739,App Bug,High
11740,Billing,Low
11741,Loan Query,High
11742,Loan Query,Medium
11743,Billing,Medium
11744,Billing,Medium
11745,App Bug,High
11746,Login Issue,Low
11747,Fraud Alert,Low
11748,Login Issue,High
11749,Card Problem,High
11750,Loan Query,Medium
11751,Fraud Alert,High
11752,Fraud Alert,Low
11753,Card Problem,Medium
11754,App Bug,Medium
11755,Billing,Medium
11756,Loan Query,Low
11757,Fraud Alert,Low
11758,Fraud Alert,Medium
11759,Fraud Alert,Medium
11760,Fraud Alert,High
11761,App Bug,High
11762,Fraud Alert,Medium
11763,App Bug,High
11764,Login Issue,Low
11765,App Bug,Low
11766,Billing,Low
11767,Billing,Medium
11768,Fraud Alert,Low
11769,Login Issue,Medium
11770,Fraud Alert,Low
11771,Card Problem,Low
11772,App Bug,High
11773,Loan Query,Critical
11774,Login Issue,Low
11775,Billing,Low
11776,Billing,Low
11777,Card Problem,Medium
11778,Loan Query,Medium
11779,Fraud Alert,Medium
11780,Login Issue,Low
11781,Billing,Medium
11782,Login Issue,High
11783,Fraud Alert,High
11784,Fraud Alert,Medium
11785,Fraud Alert,Medium
11786,Card Problem,Low
11787,Card Problem,Medium
11788,Card Problem,Low
11789,App Bug,Critical
11790,App Bug,Low
11791,Billing,Low
11792,Billing,Medium
11793,Loan Query,Low
11794,Login Issue,Medium
11795,Login Issue,Low
11796,Login Issue,Medium
11797,Card Problem,Low
11798,Fraud Alert,Low
11799,Card Problem,High
11800,Card Problem,Medium
11801,Login Issue,High
11802,Loan Query,High
11803,Card Problem,Medium
11804,Billing,High
11805,App Bug,Low
11806,Login Issue,Medium
11807,Login Issue,Medium
11808,Fraud Alert,Medium
11809,Login Issue,High
11810,Login Issue,Critical
11811,App Bug,Critical
11813,Fraud Alert,Medium
11814,Card Problem,Low
11815,Fraud Alert,Critical
11816,App Bug,Medium
11817,Login Issue,Medium
11818,Billing,Low
11819,Fraud Alert,High
11820,Fraud Alert,Low
11821,App Bug,High
11822,Fraud Alert,Low
11823,Loan Query,Medium
11824,Card Problem,Low
11825,Billing,Low
11826,Login Issue,Medium
11827,Billing,Critical
11828,Loan Query,Medium
11829,Fraud Alert,Low
11830,Card Problem,Medium
11831,Fraud Alert,Low
11832,Fraud Alert,Medium
11833,Fraud Alert,Low
11834,App Bug,Medium
11835,App Bug,Low
11836,Login Issue,High
11837,App Bug,Low
11838,Loan Query,Low
11839,Login Issue,High
11840,Card Problem,Medium
11841,Card Problem,Low
11842,Billing,Medium
11843,App Bug,Medium
11844,Billing,Medium
11845,Card Problem,Medium
11846,App Bug,High
11847,Login Issue,Low
11848,Loan Query,High
11849,App Bug,Low
11850,Card Problem,High
11851,Login Issue,Low
11852,App Bug,Low
11853,Card Problem,Critical
11854,App Bug,Low
11855,Card Problem,Medium
11856,App Bug,Medium
11857,Card Problem,Medium
11858,Login Issue,Low
11859,Billing,Medium
11860,Login Issue,Medium
11861,Loan Query,High
11862,Login Issue,Critical
11863,Login Issue,Low
11864,Card Problem,Low
11865,Loan Query,Medium
11866,Billing,Low
11867,App Bug,Low
11868,Billing,Low
11869,App Bug,High
11870,Billing,Critical
11871,App Bug,Low
11872,Billing,Critical
11873,Card Problem,Low
11874,Fraud Alert,Critical
11875,Fraud Alert,Medium
11876,Loan Query,High
11877,Billing,Medium
11878,Login Issue,Medium
11879,Card Problem,Medium
11880,App Bug,Low
11881,App Bug,Low
11882,Loan Query,Low
11883,Loan Query,Low
11884,Fraud Alert,High
11885,Fraud Alert,Low
11886,App Bug,Medium
11887,Loan Query,Medium
11888,Billing,Low
11889,Card Problem,Low
11890,Card Problem,Low
11891,App Bug,Low
11892,Card Problem,High
11893,Card Problem,Medium
11894,App Bug,Medium
11895,Login Issue,Low
11896,Fraud Alert,Medium
11897,Card Problem,High
11898,App Bug,Medium
11899,Card Problem,Low
11900,Login Issue,Medium
11901,Loan Query,Medium
11902,Card Problem,Medium
11903,App Bug,High
11904,Loan Query,Medium
11905,Billing,Medium
11906,Fraud Alert,Low
11908,Login Issue,Low
11909,Fraud Alert,Low
11910,Login Issue,Low
11911,Loan Query,Medium
11912,Loan Query,High
11913,Login Issue,High
11914,Card Problem,Medium
11915,Billing,Low
11916,Card Problem,Low
11917,Billing,Medium
11918,Billing,Low
11919,Billing,Medium
11920,Billing,Medium
11921,Loan Query,Medium
11922,Loan Query,High
11923,App Bug,Critical
11924,Login Issue,Medium
11925,Billing,Medium
11926,Loan Query,Medium
11927,Login Issue,Medium
11928,Billing,Low
11929,Login Issue,Low
11930,Card Problem,Low
11931,Fraud Alert,Medium
11932,Billing,Low
11933,Login Issue,Medium
11934,Login Issue,Low
11935,Login Issue,Medium
11936,Login Issue,Medium
11937,Card Problem,Low
11938,Billing,Medium
11939,Card Problem,Medium
11940,Billing,Medium
11941,Fraud Alert,Medium
11942,Billing,Low
11943,Billing,Medium
11944,Login Issue,High
11945,Login Issue,Low
11946,App Bug,Low
11947,Card Problem,Low
11948,App Bug,Low
11949,Login Issue,High
11950,Login Issue,High
11951,App Bug,Low
11952,Billing,High
11953,Fraud Alert,High
11954,Loan Query,High
11955,Login Issue,Medium
11956,Card Problem,Medium
11957,Card Problem,Medium
11958,Billing,High
11960,Card Problem,High
11961,Login Issue,Critical
11962,Card Problem,Medium
11963,App Bug,Medium
11964,Loan Query,Medium
11965,Fraud Alert,Low
11966,Card Problem,Medium
11967,Loan Query,Medium
11968,Login Issue,Medium
11969,Billing,High
11970,App Bug,High
11971,Card Problem,Medium
11972,Card Problem,Medium
11973,Billing,Low
11974,Card Problem,Medium
11975,Billing,Medium
11976,Loan Query,Critical
11977,Loan Query,Medium
11978,Card Problem,Medium
11979,Fraud Alert,High
11980,Loan Query,High
11982,Card Problem,High
11983,App Bug,Medium
11984,Billing,High
11986,Login Issue,Low
11987,Login Issue,Medium
11988,Loan Query,Low
11989,Card Problem,Medium
11990,Billing,Low
11991,App Bug,Critical
11992,Card Problem,Low
11993,Fraud Alert,Medium
11994,Login Issue,Low
11995,Fraud Alert,Low
11996,Loan Query,Medium
11997,Fraud Alert,Low
11999,Fraud Alert,Low
12000,App Bug,Low
12001,Billing,Medium
12002,Card Problem,Medium
12003,Login Issue,Medium
12004,Login Issue,Medium
12005,App Bug,Low
12006,App Bug,Critical
12007,Billing,Critical
12008,Loan Query,Low
12009,Login Issue,High
12010,App Bug,Low
12011,Card Problem,Low
12013,Login Issue,High
12014,Card Problem,Low
12015,Fraud Alert,High
12016,App Bug,High
12017,App Bug,Medium
12018,Card Problem,Low
12019,Login Issue,Medium
12020,App Bug,Medium
12021,Card Problem,Medium
12022,Loan Query,Low
12023,Loan Query,Medium
12024,App Bug,High
12025,Loan Query,Low
12026,Login Issue,Medium
12027,App Bug,Medium
12028,Card Problem,High
12029,Loan Query,Low
12030,Billing,Low
12031,App Bug,Critical
12032,App Bug,Low
12033,Login Issue,Low
12034,Loan Query,Medium
12035,Login Issue,High
12036,Loan Query,Low
12037,Login Issue,Low
12038,Fraud Alert,Low
12039,Login Issue,Low
12040,Card Problem,Medium
12041,App Bug,Low
12042,App Bug,Critical
12043,App Bug,Medium
12044,Loan Query,Medium
12045,Loan Query,Low
12046,Fraud Alert,Critical
12047,Card Problem,Critical
12048,Login Issue,Low
12049,App Bug,Medium
12050,Billing,High
12051,Login Issue,Low
12052,Loan Query,Medium
12053,Billing,High
12054,Login Issue,Medium
12055,Fraud Alert,Low
12056,Login Issue,High
12057,App Bug,High
12058,App Bug,Low
12059,Fraud Alert,Medium
12060,App Bug,Low
12061,Billing,Medium
12062,Billing,High
12063,Fraud Alert,Low
12064,Card Problem,Low
12065,Fraud Alert,High
12066,Login Issue,High
12067,Fraud Alert,Low
12068,Card Problem,Medium
12069,App Bug,High
12070,Login Issue,Low
12071,Loan Query,Medium
12072,Fraud Alert,Low
12073,Billing,Low
12074,Login Issue,Low
12075,Login Issue,Low
12076,Fraud Alert,Low
12078,App Bug,Low
12079,Login Issue,Low
12080,Card Problem,Low
12081,App Bug,Low
12082,Card Problem,Medium
12083,Card Problem,Medium
12084,Billing,Medium
12085,Fraud Alert,High
12086,Loan Query,High
12087,Card Problem,High
12088,Card Problem,Low
12089,Card Problem,Medium
12090,Billing,Low
12091,Login Issue,Low
12092,Login Issue,Critical
12093,App Bug,Critical
12094,Fraud Alert,Low
12095,App Bug,Low
12096,Fraud Alert,High
12097,App Bug,Low
12098,Fraud Alert,High
12099,Login Issue,High
12100,App Bug,Medium
12101,Loan Query,High
12102,Loan Query,Low
12103,Fraud Alert,Low
12104,Loan Query,Low
12105,Login Issue,Low
12106,App Bug,Low
12107,Fraud Alert,Critical
12108,Card Problem,High
12109,Billing,Low
12110,Loan Query,Medium
12111,Loan Query,Low
12112,Loan Query,Medium
12113,Card Problem,Medium
12114,Billing,Low
12115,Fraud Alert,Medium
12116,App Bug,Medium
12117,Login Issue,Medium
12118,Login Issue,Low
12119,App Bug,Low
12120,Card Problem,Low
12121,Card Problem,Medium
12122,Loan Query,Low
12123,Fraud Alert,Critical
12124,Billing,Low
12125,Login Issue,Low
12126,Billing,Low
12127,App Bug,High
12128,Billing,High
12129,App Bug,High
12130,Fraud Alert,Low
12131,App Bug,Low
12132,Login Issue,High
12133,Login Issue,Low
12134,Login Issue,Medium
12135,Loan Query,High
12136,Card Problem,Low
12137,App Bug,Critical
12138,Login Issue,Medium
12139,Card Problem,Medium
12140,App Bug,High
12141,Login Issue,Critical
12142,App Bug,Low
12143,Login Issue,High
12144,Login Issue,Critical
12145,App Bug,Low
12146,Login Issue,High
12147,App Bug,Low
12148,Login Issue,Low
12149,Loan Query,Low
12150,Login Issue,Low
12151,Billing,Low
12152,Loan Query,Medium
12153,Billing,Medium
12155,App Bug,High
12156,Fraud Alert,Medium
12157,Billing,Low
12158,Fraud Alert,Low
12159,Fraud Alert,Low
12160,App Bug,Medium
12161,App Bug,Medium
12162,Card Problem,High
12163,App Bug,Low
12164,Billing,Low
12165,App Bug,High
12166,Loan Query,High
12167,Card Problem,Low
12168,Fraud Alert,Low
12169,Card Problem,High
12170,Fraud Alert,High
12171,Billing,Low
12172,Loan Query,Low
12173,Login Issue,Low
12174,App Bug,Low
12175,Login Issue,Low
12176,Loan Query,Medium
12177,Card Problem,Low
12178,Login Issue,Low
12179,Card Problem,High
12180,App Bug,Medium
12181,Loan Query,Low
12182,Billing,Low
12183,Fraud Alert,High
12184,Billing,Medium
12185,App Bug,Low
12186,Loan Query,Medium
12187,Login Issue,Low
12188,App Bug,Low
12189,Billing,High
12190,Loan Query,Low
12191,App Bug,Low
12192,Card Problem,Medium
12193,Billing,Low
12194,Fraud Alert,Low
12195,Fraud Alert,Medium
12196,Fraud Alert,Medium
12197,App Bug,Critical
12198,Billing,Low
12199,Loan Query,Low
12200,Login Issue,Low
12201,Loan Query,High
12202,Login Issue,Critical
12203,Fraud Alert,Medium
12204,Billing,High
12205,Card Problem,Medium
12206,Loan Query,Low
12207,Billing,Medium
12208,Login Issue,Medium
12209,Fraud Alert,Low
12210,Card Problem,Low
12211,App Bug,Medium
12212,Login Issue,High
12213,Login Issue,Medium
12214,Loan Query,High
12215,App Bug,Medium
12216,Login Issue,High
12217,Billing,Medium
12218,App Bug,High
12219,Loan Query,Medium
12220,Login Issue,High
12221,Billing,Critical
12222,Card Problem,Medium
12223,Billing,High
12224,Loan Query,Low
12225,Fraud Alert,Low
12226,Billing,Low
12227,Login Issue,Critical
12228,App Bug,Low
12229,Card Problem,High
12230,Card Problem,Medium
12231,App Bug,Low
12232,Fraud Alert,High
12233,Billing,Low
12234,Card Problem,Critical
12235,App Bug,High
12236,Billing,Low
12237,Loan Query,Low
12238,Billing,Medium
12239,Loan Query,Medium
12240,App Bug,Low
12241,App Bug,Medium
12242,Login Issue,Low
12243,Card Problem,Medium
12244,Fraud Alert,Medium
12245,Card Problem,Low
12247,Card Problem,High
12248,Card Problem,High
12249,Login Issue,Low
12250,App Bug,Low
12251,Billing,Low
12252,Billing,Low
12253,Billing,Low
12254,Loan Query,Medium
12255,Fraud Alert,Medium
12256,Fraud Alert,Low
12257,Login Issue,High
12258,App Bug,Critical
12259,Billing,High
12260,Login Issue,Low
12261,Loan Query,Critical
12262,Loan Query,High
12263,Loan Query,Medium
12264,Login Issue,Low
12265,App Bug,High
12266,App Bug,Critical
12267,Loan Query,Medium
12268,Card Problem,High
12269,Fraud Alert,Critical
12270,Card Problem,Low
12271,Loan Query,High
12272,Billing,Low
12273,Loan Query,Medium
12274,Billing,High
12275,Card Problem,Medium
12276,App Bug,Medium
12277,Card Problem,Medium
12278,Fraud Alert,Medium
12279,Loan Query,Medium
12280,Card Problem,High
12281,Billing,Medium
12282,App Bug,High
12283,Card Problem,Medium
12284,Billing,Low
12285,App Bug,High
12286,Billing,Critical
12287,Card Problem,Low
12288,Fraud Alert,Low
12289,Fraud Alert,Low
12290,App Bug,Low
12291,Loan Query,Medium
12292,App Bug,Low
12294,App Bug,Medium
12295,Login Issue,Medium
12296,Fraud Alert,Low
12297,Card Problem,High
12298,Loan Query,Low
12299,Billing,Low
12300,App Bug,Medium
12301,Fraud Alert,High
12302,Login Issue,Medium
12303,App Bug,High
12304,Billing,High
12305,Billing,Low
12306,Billing,High
12307,App Bug,Medium
12308,Fraud Alert,Low
12309,Billing,Critical
12310,Fraud Alert,Medium
12311,Billing,Critical
12312,App Bug,Low
12313,App Bug,Low
12314,App Bug,Low
12315,Fraud Alert,Medium
12316,Fraud Alert,Medium
12317,App Bug,Low
12318,Billing,Low
12319,Billing,Low
12320,App Bug,Medium
12321,Loan Query,Low
12322,Card Problem,Low
12323,Login Issue,Medium
12324,Fraud Alert,Low
12325,Billing,Medium
12326,Billing,High
12327,App Bug,Low
12328,Billing,Critical
12329,App Bug,Medium
12330,Loan Query,Medium
12331,Fraud Alert,Low
12332,Loan Query,Medium
12333,Fraud Alert,Medium
12334,App Bug,High
12335,App Bug,Low
12336,Login Issue,Low
12337,App Bug,Low
12338,Card Problem,Low
12339,Login Issue,Low
12340,App Bug,Medium
12341,Billing,Medium
12342,Loan Query,Low
12343,Loan Query,Medium
12344,Billing,Medium
12345,Billing,Medium
12346,Billing,Medium
12347,App Bug,Low
12348,Fraud Alert,Medium
12349,Loan Query,Medium
12350,Login Issue,Medium
12351,Loan Query,High
12352,Card Problem,Low
12353,App Bug,Low
12354,Card Problem,Medium
12355,Loan Query,Low
12356,Loan Query,Critical
12357,Login Issue,Medium
12358,Loan Query,Medium
12359,Fraud Alert,Critical
12360,Card Problem,High
12361,Card Problem,Medium
12362,Login Issue,Medium
12363,Fraud Alert,Critical
12364,Card Problem,High
12365,App Bug,Low
12366,Billing,Medium
12367,Loan Query,Low
12368,Card Problem,High
12369,Login Issue,Low
12370,App Bug,Low
12371,Login Issue,Low
12372,Login Issue,Low
12373,Loan Query,Low
12374,Fraud Alert,Medium
12375,Card Problem,Medium
12376,Billing,Medium
12377,Card Problem,High
12378,Loan Query,Critical
12379,Loan Query,Low
12380,Loan Query,Low
12381,App Bug,High
12382,Login Issue,High
12383,Billing,Medium
12384,Fraud Alert,Medium
12385,Login Issue,Low
12386,App Bug,Medium
12387,Fraud Alert,Low
12388,Billing,Medium
12389,Login Issue,High
12390,App Bug,Medium
12391,Login Issue,High
12392,Billing,High
12393,Billing,Low
12394,App Bug,Medium
12395,Loan Query,Medium
12396,Billing,High
12397,Billing,High
12398,Fraud Alert,High
12399,App Bug,Low
12400,App Bug,Low
12401,App Bug,Medium
12402,Login Issue,High
12403,Fraud Alert,Medium
